,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
50,pi-,3.42,0.036,0.38,0.4,1.042,-0.00953962804069373,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,-0.015733778405326,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,-0.0050432711354202325,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,-0.005068805117409679,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,-0.004698989021510671,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,-0.004096722409447644,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,-0.001721538261366955,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,0.0051170203139917474,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,0.018394521018420734,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,0.026073293899728758,0.0868,z
60,k-,1.25,0.006431,0.66,0.3,0.57,-0.005683376555649123,0.0319,x
61,k-,1.51,0.01051,0.48,0.34,0.56,-0.007059502837880159,0.0226,x
62,k-,1.87,0.01621,0.39,0.37,0.54,-0.01190394879226667,0.0222,x
63,k-,2.53,0.0252,0.34,0.41,0.54,-0.01677628586750032,0.0231,x
64,k-,3.87,0.03966,0.33,0.42,0.53,-0.021767049347706822,0.0282,x
65,k-,6.13,0.06254,0.33,0.41,0.53,-0.026401146809793268,0.0357,x
66,k-,9.68,0.09993,0.32,0.41,0.53,-0.04237776149619044,0.0464,x
67,k-,15.8,0.1599,0.33,0.4,0.54,-0.055776617511795225,0.0719,x
68,k-,31.4,0.2852,0.36,0.37,0.54,-0.018778139188903035,0.1281,x
69,k-,3.27,0.032,0.39,0.38,0.154,-0.0007935221359306026,0.0331,phT
70,k-,3.27,0.032,0.4,0.37,0.2516,-0.0012464368598232721,0.0276,phT
71,k-,3.29,0.031,0.4,0.37,0.3501,-0.0018419634432102823,0.0272,phT
72,k-,3.34,0.032,0.4,0.37,0.4491,-0.002223762887982219,0.0275,phT
73,k-,3.35,0.032,0.4,0.38,0.5485,-0.00283255737974977,0.0294,phT
74,k-,3.3,0.031,0.41,0.38,0.6699,-0.0036817610662853192,0.0269,phT
75,k-,3.3,0.031,0.41,0.39,0.8183,-0.004674782241431761,0.0333,phT
76,k-,3.34,0.03,0.42,0.4,1.052,-0.0065401062564322135,0.0322,phT
77,k-,3.5,0.028,0.47,0.41,1.57,-0.01111650702242672,0.0577,phT
78,k+,3.97,0.028,0.5,0.2249,0.52,-0.0012290388940674212,0.0203,z
79,k+,4.0,0.032,0.46,0.2747,0.52,-0.0002890416171704599,0.021,z
80,k+,3.92,0.035,0.42,0.3245,0.54,0.001585042552184398,0.022,z
81,k+,3.87,0.038,0.38,0.3742,0.55,0.006670452478986361,0.0241,z
82,k+,3.74,0.042,0.33,0.4463,0.56,0.01923418611357453,0.0196,z
83,k+,3.44,0.046,0.27,0.5659,0.58,0.0451834253915228,0.0216,z
84,k+,3.25,0.051,0.23,0.7142,0.62,0.0790622012533372,0.032,z
85,k+,2.93,0.052,0.2,0.8732,0.61,0.08154310395856229,0.05,z
86,k+,1.24,0.006452,0.65,0.3,0.57,0.018991435107573455,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.003141031920284224,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.006655546160478717,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.010858829640780204,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.015426283066426485,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.022015920160459338,0.0258,x
92,k+,9.1,0.1008,0.3,0.45,0.53,0.030062253476007914,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.038892096179459906,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,0.03928051893476562,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.004718536259185431,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.007710334939040621,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.0107321115645485,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.014014546604782928,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.017447004161947798,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.02051057247299773,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.0255458035483093,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.031562407562438645,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.045428954508052254,0.0504,phT
