,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
23,pi+,3.84,0.0487,0.32,0.382,0.82,0.02329816143148793,0.0087,phT
24,pi+,4.06,0.0486,0.34,0.404,1.04,0.04430111174523795,0.0091,phT
25,pi+,4.77,0.0492,0.39,0.415,1.56,0.23292092421870497,0.0186,phT
26,pi-,1.24,0.0064,0.65,0.285,0.54,0.00015510566383680296,0.0115,x
27,pi-,1.48,0.0106,0.48,0.32,0.52,0.00044494958089399923,0.0075,x
28,pi-,1.73,0.0164,0.36,0.344,0.5,0.0010622795800912556,0.0063,x
29,pi-,2.05,0.0257,0.27,0.358,0.49,0.0025922211030169158,0.0054,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,0.006069012527331623,0.0057,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.014701393003059303,0.0068,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,0.03690053391709055,0.0083,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.09284529363113492,0.0109,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.30540607074593457,0.0147,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.0045015942097695215,0.0045,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,0.00623662260277842,0.0054,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,0.0080113490481383,0.0065,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,0.009799335485685977,0.0078,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,0.012252849906389363,0.0071,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,0.014398444545116424,0.0086,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,0.013205943973071772,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,0.008742593621761436,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,0.0022949456866372987,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.0037756501641224753,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,0.00522809624485226,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,0.007129716339227802,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,0.009478543881028504,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,0.013117118550367138,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,0.01981492781805738,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,0.03660632362743422,0.0096,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,0.17832338951389665,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,0.00021350846495621784,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,0.0005565168821219809,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,0.0013627289882361178,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,0.003344907697089987,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,0.008387440344129029,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.020447475720775325,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.05165095864894501,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.13003346495001208,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,0.4840349632761818,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,0.002517192241530227,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,0.003864088111755617,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,0.005460438591031949,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,0.0071450997526731775,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,0.009142558137149114,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,0.011569995837464372,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,0.014955078247787792,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,0.011813515177295399,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,0.001400937188748683,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,0.002459388883356597,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,0.0035165734014814013,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,0.004751616620587314,0.0207,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,0.006298643059201236,0.0218,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,0.008704190209852674,0.0201,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,0.012996316978247309,0.0247,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,0.024946990329487363,0.0231,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,0.12480354369685055,0.0409,phT
78,k+,4.51,0.0324,0.5,0.225,0.55,0.003091725327744323,0.0155,z
79,k+,4.49,0.0372,0.45,0.275,0.56,0.005127136669202787,0.0156,z
80,k+,4.46,0.0417,0.4,0.324,0.57,0.007718520683401318,0.0164,z
81,k+,4.36,0.0454,0.36,0.374,0.57,0.010307349358772647,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.014379579328891562,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.020670582208849122,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.027793781874247473,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.026281585036003825,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.00021573592946322955,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.0005955603432389764,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.0014448903581097243,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.003644171643363211,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.00910687717923192,0.0151,x
91,k+,5.48,0.0629,0.29,0.463,0.57,0.022490377664575303,0.0172,x
92,k+,8.54,0.1009,0.29,0.468,0.57,0.05735263465087683,0.0203,x
93,k+,13.6,0.1623,0.28,0.473,0.57,0.14646485289450417,0.0261,x
94,k+,26.24,0.2959,0.29,0.468,0.61,0.5236003659339635,0.0319,x
95,k+,4.15,0.0455,0.34,0.41,0.15,0.0022263710859445865,0.0199,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.004019248563880612,0.0171,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.005873725956661544,0.016,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.008083984587395879,0.0161,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.010774638309655585,0.0168,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.015130746246287482,0.0155,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.02318698059888739,0.0188,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.04601764106332825,0.0174,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.24190441969607054,0.0312,phT
