,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
95,k-,3.375,0.133,0.489,0.37,0.363,0.03361281627464034,0.028507017,x
96,k-,4.551,0.186,0.474,0.369,0.351,0.03480064017902238,0.04048827,x
97,k-,6.301,0.275,0.444,0.37,0.364,0.03584040002609139,0.064611145,x
98,k-,2.467,0.102,0.478,0.342,0.111,0.010068942492800059,0.030782625,phT
99,k-,2.452,0.098,0.516,0.348,0.21,0.019622090385581388,0.032697401,phT
100,k-,2.457,0.094,0.545,0.351,0.29,0.02940361093037437,0.032869439,phT
101,k-,2.361,0.086,0.576,0.354,0.37,0.014168440232695825,0.032076471,phT
102,k-,2.293,0.081,0.604,0.352,0.489,0.03109878970496387,0.023522755,phT
103,k-,2.275,0.076,0.636,0.372,0.673,0.041033911924691184,0.026974247,phT
104,k-,2.24,0.07,0.678,0.429,0.955,0.05029797065978542,0.039752862,phT
