,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
92,k+,9.1,0.1008,0.3,0.45,0.53,0.017386871593059443,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.010488635066307274,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,-0.00016962716012359835,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.004995253445209888,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.008164241187746842,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.011368605341692421,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.014440481258214816,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.017466816925457058,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.020154802621287018,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.024391723872298248,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.029604997077626295,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.04345602959188214,0.0504,phT
