,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
42,pi0,2.59,0.106,0.496,0.645,0.483,0.0363918355896202,0.03246244,z
43,pi0,2.61,0.112,0.472,0.728,0.494,0.03814931920929472,0.043488504,z
44,pi0,2.66,0.116,0.457,0.796,0.488,0.03797487635117954,0.043887698,z
45,pi0,2.56,0.121,0.418,0.908,0.478,0.036569777682093386,0.049152213,z
46,pi0,2.82,0.114,0.481,0.338,0.111,0.009678608842756129,0.032318725,phT
47,pi0,2.69,0.103,0.529,0.34,0.211,0.01631888600135165,0.03242607,phT
48,pi0,2.59,0.095,0.563,0.343,0.28,0.019370345237760427,0.03375574,phT
49,pi0,2.49,0.088,0.591,0.347,0.345,0.021211275171455667,0.033147096,phT
50,pi0,2.49,0.088,0.591,0.347,0.345,0.021211275171455667,0.033147096,phT
51,pi0,2.39,0.081,0.624,0.353,0.446,0.023837940393844806,0.027658814,phT
52,pi0,2.3,0.074,0.652,0.371,0.595,0.02695241114033843,0.027647966,phT
53,pi0,2.27,0.071,0.675,0.428,0.849,0.03617604754715876,0.026956446,phT
54,pi-,1.29,0.036,0.704,0.33,0.481,-0.002615135515962215,0.009343447,x
55,pi-,1.64,0.056,0.568,0.35,0.402,0.00016113217396410362,0.008102469,x
56,pi-,1.98,0.074,0.515,0.359,0.369,0.0032157179829854915,0.009908078,x
57,pi-,2.33,0.093,0.487,0.366,0.354,0.006328362029451002,0.008736704,x
58,pi-,2.33,0.093,0.487,0.366,0.354,0.006328362029451002,0.008736704,x
59,pi-,2.86,0.118,0.468,0.369,0.348,0.010035084600679962,0.009027181,x
60,pi-,3.66,0.156,0.454,0.369,0.342,0.012497662077359455,0.009166242,x
61,pi-,5.66,0.253,0.434,0.364,0.349,0.0031255976018423996,0.011081967,x
62,pi-,2.39,0.084,0.598,0.229,0.35,0.011461071670169442,0.00659242,z
63,pi-,2.38,0.091,0.559,0.289,0.379,0.012547053911283162,0.008381527,z
64,pi-,2.36,0.094,0.536,0.348,0.403,0.00946003723117848,0.009091755,z
65,pi-,2.37,0.097,0.521,0.413,0.422,0.0008877432113019939,0.011759252,z
66,pi-,2.35,0.098,0.509,0.483,0.437,-0.013445355033113995,0.014035669,z
67,pi-,2.35,0.098,0.509,0.483,0.437,-0.013445355033113995,0.014035669,z
68,pi-,2.31,0.098,0.498,0.558,0.449,-0.025284995214751308,0.016414628,z
69,pi-,2.27,0.099,0.479,0.646,0.438,-0.03154770144168254,0.019524344,z
70,pi-,2.19,0.099,0.452,0.729,0.416,-0.029113313748363397,0.023210558,z
71,pi-,2.15,0.101,0.432,0.798,0.389,-0.019038363379457024,0.027815284,z
72,pi-,2.08,0.104,0.399,0.906,0.338,-0.006515853767566064,0.029516944,z
73,pi-,2.48,0.107,0.462,0.337,0.11,0.0037177020301129445,0.008570298,phT
74,pi-,2.47,0.103,0.492,0.345,0.211,0.00621508511089544,0.009304837,phT
75,pi-,2.43,0.098,0.52,0.35,0.28,0.007074535537324548,0.010742439,phT
76,pi-,2.36,0.092,0.546,0.349,0.345,0.007582106939757021,0.009613532,phT
77,pi-,2.36,0.092,0.546,0.349,0.345,0.007582106939757021,0.009613532,phT
78,pi-,2.3,0.086,0.576,0.347,0.446,0.00837551796198562,0.006935416,phT
79,pi-,2.28,0.081,0.606,0.359,0.594,0.007671717124180682,0.009228218,phT
80,pi-,2.26,0.076,0.643,0.409,0.846,-0.0035551302673610427,0.0109252,phT
81,k+,1.29,0.036,0.704,0.363,0.527,0.01708335248730241,0.02832137,x
82,k+,1.65,0.056,0.571,0.384,0.436,0.02937166408715118,0.024942534,x
83,k+,2.01,0.074,0.524,0.392,0.398,0.040537189684307126,0.02804015,x
84,k+,2.39,0.093,0.498,0.401,0.378,0.05085660376667376,0.022138202,x
85,k+,2.39,0.093,0.498,0.401,0.378,0.05085660376667376,0.022138202,x
86,k+,2.93,0.118,0.479,0.404,0.366,0.06067594695839204,0.021600231,x
87,k+,3.79,0.157,0.468,0.408,0.358,0.06470960144565198,0.019670282,x
88,k+,5.86,0.252,0.451,0.41,0.357,0.0391188627361603,0.021060864,x
89,k+,2.46,0.085,0.603,0.228,0.351,0.03869394874777404,0.017110523,z
90,k+,2.49,0.092,0.569,0.287,0.378,0.04942922329700621,0.017637744,z
91,k+,2.53,0.097,0.548,0.347,0.403,0.0575047261996683,0.020341583,z
92,k+,2.56,0.101,0.532,0.412,0.425,0.061826286800914905,0.020392401,z
93,k+,2.55,0.102,0.522,0.482,0.458,0.06224240112748147,0.02009602,z
94,k+,2.55,0.102,0.522,0.482,0.458,0.06224240112748147,0.02009602,z
95,k+,2.54,0.104,0.515,0.556,0.484,0.05767501075923795,0.021414948,z
96,k+,2.61,0.108,0.5,0.645,0.506,0.04615253181115518,0.023525518,z
97,k+,2.63,0.112,0.474,0.727,0.506,0.03215071192316313,0.035631587,z
98,k+,2.62,0.116,0.448,0.796,0.501,0.021157375769850714,0.03672397,z
99,k+,2.47,0.119,0.411,0.903,0.469,-0.009055822648617482,0.041538055,z
100,k+,2.68,0.113,0.468,0.362,0.111,0.018088851069341137,0.024407581,phT
101,k+,2.66,0.109,0.495,0.372,0.211,0.03339267594447105,0.026335148,phT
102,k+,2.66,0.106,0.517,0.377,0.28,0.04322639516113842,0.025358431,phT
103,k+,2.56,0.099,0.54,0.381,0.345,0.04995013423563302,0.021702074,phT
104,k+,2.56,0.099,0.54,0.381,0.345,0.04995013423563302,0.021702074,phT
105,k+,2.49,0.093,0.565,0.387,0.447,0.06056371738500783,0.016497576,phT
106,k+,2.41,0.087,0.593,0.402,0.597,0.0745400393284278,0.022910696,phT
107,k+,2.29,0.076,0.642,0.451,0.867,0.08702742103202041,0.019251234,phT
108,k-,1.3,0.036,0.711,0.338,0.503,0.01864422391668123,0.029106185,x
109,k-,1.67,0.056,0.578,0.355,0.417,0.024389062565053646,0.027266096,x
110,k-,2.04,0.074,0.533,0.361,0.381,0.02251033756971547,0.034808332,x
111,k-,2.44,0.093,0.51,0.367,0.367,0.01979124853943067,0.030245165,x
112,k-,2.44,0.093,0.51,0.367,0.367,0.01979124853943067,0.030245165,x
113,k-,3.01,0.118,0.493,0.366,0.362,0.01821384501384751,0.033106193,x
114,k-,3.89,0.157,0.48,0.365,0.356,0.006363433513223815,0.034532304,x
115,k-,5.82,0.251,0.451,0.363,0.364,-0.0234560196757793,0.049004592,x
116,k-,2.41,0.082,0.616,0.227,0.362,0.017676409655231276,0.022692069,z
117,k-,2.41,0.087,0.582,0.287,0.389,0.024620539401274708,0.023749737,z
118,k-,2.4,0.091,0.557,0.347,0.419,0.03855660414672798,0.026084862,z
119,k-,2.37,0.092,0.542,0.411,0.44,0.03126582945537927,0.028584786,z
120,k-,2.29,0.091,0.534,0.482,0.46,0.03336660601619551,0.033593154,z
121,k-,2.29,0.091,0.534,0.482,0.46,0.03336660601619551,0.033593154,z
122,k-,2.34,0.093,0.531,0.556,0.465,0.034657268884461946,0.043291685,z
123,k-,2.33,0.094,0.52,0.642,0.493,0.03618266070116094,0.05328649,z
124,k-,2.28,0.093,0.506,0.726,0.5,0.03459487409582294,0.089304199,z
125,k-,2.3,0.096,0.482,0.793,0.464,0.032231506072568895,0.138790814,z
126,k-,2.47,0.103,0.477,0.337,0.111,0.009937021432085427,0.034169577,phT
127,k-,2.48,0.1,0.513,0.346,0.21,0.019317293388447006,0.034489564,phT
128,k-,2.48,0.096,0.54,0.346,0.28,0.025468010521103264,0.037363083,phT
129,k-,2.39,0.089,0.566,0.351,0.345,0.04364280340463938,0.033934643,phT
130,k-,2.39,0.089,0.566,0.351,0.345,0.04364280340463938,0.033934643,phT
131,k-,2.32,0.084,0.592,0.348,0.447,0.0779003617569604,0.024339269,phT
132,k-,2.31,0.08,0.62,0.358,0.597,0.03820415918126073,0.02782984,phT
133,k-,2.26,0.073,0.661,0.409,0.856,0.04798877707123532,0.031161675,phT
