,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
77,k-,3.5,0.028,0.47,0.41,1.57,0.16827733477091936,0.0577,phT
78,k+,3.97,0.028,0.5,0.2249,0.52,0.004612445811381484,0.0203,z
79,k+,4.0,0.032,0.46,0.2747,0.52,0.007183323221354408,0.021,z
80,k+,3.92,0.035,0.42,0.3245,0.54,0.010401946064716934,0.022,z
81,k+,3.87,0.038,0.38,0.3742,0.55,0.013949192317417673,0.0241,z
82,k+,3.74,0.042,0.33,0.4463,0.56,0.01929230170858294,0.0196,z
83,k+,3.44,0.046,0.27,0.5659,0.58,0.02623423885545114,0.0216,z
84,k+,3.25,0.051,0.23,0.7142,0.62,0.03507885250272267,0.032,z
85,k+,2.93,0.052,0.2,0.8732,0.61,0.032966753726883194,0.05,z
86,k+,1.24,0.006452,0.65,0.3,0.57,0.0004992768524423015,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.001352727446243605,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.003219069269963263,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.007495133035900253,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.016813274628109363,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.03772432796975422,0.0258,x
92,k+,9.1,0.1008,0.3,0.45,0.53,0.0857741379596358,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.20386137560444229,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,0.5910802748618669,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.0033186501140696108,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.005607731356213296,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.008210407129201763,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.011463430973430328,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.015537720635431978,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.021026627824974484,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.031916815910905325,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.05893484125809084,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.2905658854936715,0.0504,phT
