,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
86,k+,1.24,0.006452,0.65,0.3,0.57,0.0009960855395235138,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.0018152958837778968,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.0030340030126090813,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.004916626218446179,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.007574792588181893,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.01153281892963391,0.0258,x
92,k+,9.1,0.1008,0.3,0.45,0.53,0.017263653056815983,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.026445975797492978,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,0.04171397596174705,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.0015208216261630584,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.002569827739322504,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.003762543290947084,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.0052532906860257795,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.007120395567903881,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.00984782559605683,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.01494824749305367,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.02822519762795035,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.1423826544102773,0.0504,phT
