,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
41,pi-,2.77,0.0491,0.21,0.716,0.53,0.014725155889962087,0.0127,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,0.009738891890863187,0.0168,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,0.0025514190019411474,0.0075,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.0041961831958025,0.0062,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,0.005807959798301692,0.0058,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,0.007922716256343621,0.0062,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,0.010536829727155222,0.0069,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,0.01458864889696637,0.0069,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,0.022056999548971393,0.0092,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,0.04081327912130142,0.0096,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,0.19988493710983482,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,0.00022792148731269024,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,0.0005998304100194156,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,0.0014820565993273068,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,0.0036715490086253045,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,0.009297772977959185,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.022904777645235252,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.058563079902380716,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.1495820821660113,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,0.5713198050135798,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,0.0027670337085219866,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,0.004258843800765171,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,0.00603170298342968,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,0.00790682299314614,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,0.010137069661983723,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,0.012858120063896522,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,0.016660028536203745,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,0.013157412590432096,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,0.0015477720109741383,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,0.0027185520149613043,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,0.003887040006367899,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,0.005252896803888907,0.0207,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,0.006965549088707624,0.0218,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,0.00963079567829398,0.0201,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,0.014392348009150412,0.0247,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,0.02767610420208363,0.0231,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,0.1392252777258516,0.0409,phT
78,k+,4.51,0.0324,0.5,0.225,0.55,0.003406175901000991,0.0155,z
79,k+,4.49,0.0372,0.45,0.275,0.56,0.0056683742158517274,0.0156,z
80,k+,4.46,0.0417,0.4,0.324,0.57,0.008559032542042908,0.0164,z
81,k+,4.36,0.0454,0.36,0.374,0.57,0.011456466747961644,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.016026481628291876,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.023115233689771943,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.03117504479448693,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.029499224918753127,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.00023030636175646758,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.0006421120745694589,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.0015716819803454926,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.004001674910797048,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.010098878446221737,0.0151,x
91,k+,5.48,0.0629,0.29,0.463,0.57,0.025204765625560285,0.0172,x
92,k+,8.54,0.1009,0.29,0.468,0.57,0.06506463468386413,0.0203,x
93,k+,13.6,0.1623,0.28,0.473,0.57,0.16859543310219152,0.0261,x
94,k+,26.24,0.2959,0.29,0.468,0.61,0.6180424095968492,0.0319,x
95,k+,4.15,0.0455,0.34,0.41,0.15,0.0024721832939875207,0.0199,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.004466293555842139,0.0171,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.0065280189326572405,0.016,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.008986873444146977,0.0161,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.011981957663992474,0.0168,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.016837250571532302,0.0155,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.025831264189678946,0.0188,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.051374215669214275,0.0174,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.2717091650499359,0.0312,phT
