,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
29,pi-,2.05,0.0257,0.27,0.358,0.49,-0.008193539,0.0065670856,x
30,pi-,2.72,0.0398,0.23,0.365,0.48,-0.0027144772,0.004679975,x
31,pi-,4.22,0.0627,0.23,0.359,0.48,0.0002711104,0.008784546,x
32,pi-,6.66,0.1007,0.22,0.353,0.48,-0.0038277807,0.0115474695,x
33,pi-,10.54,0.1619,0.22,0.349,0.48,0.0028158545,0.037766125,x
34,pi-,20.85,0.2873,0.24,0.345,0.51,0.04008732,0.030495105,x
35,pi-,3.61,0.0447,0.34,0.223,0.45,0.0007210454,0.00399015,z
36,pi-,3.58,0.0458,0.33,0.273,0.48,-0.00068827707,0.0033706785,z
37,pi-,3.52,0.0468,0.31,0.323,0.5,-0.0035974449,0.008964067,z
38,pi-,3.45,0.0475,0.3,0.373,0.52,5.3178712e-05,0.0069909766,z
39,pi-,3.34,0.0488,0.27,0.444,0.54,-0.002130688,0.008038368,z
40,pi-,3.11,0.0499,0.24,0.564,0.55,-0.014123048,0.011836528,z
41,pi-,2.77,0.0491,0.21,0.716,0.53,-0.009716474,0.013066008,z
42,pi-,2.43,0.0473,0.19,0.879,0.43,-0.014035064,0.009788228,z
43,pi-,3.38,0.0487,0.28,0.346,0.15,0.0014636405,0.0020853293,phT
44,pi-,3.32,0.0477,0.29,0.344,0.25,0.0018575062,0.0030792938,phT
45,pi-,3.29,0.0464,0.29,0.342,0.35,-0.0018059937,0.0028090985,phT
46,pi-,3.36,0.0464,0.3,0.34,0.45,-0.002224598,0.0036558078,phT
47,pi-,3.46,0.0464,0.31,0.342,0.55,-0.0029635823,0.0046312492,phT
48,pi-,3.53,0.0461,0.32,0.351,0.67,-0.0034101438,0.0050181816,phT
49,pi-,3.65,0.0458,0.33,0.366,0.82,-0.008297883,0.0068812333,phT
50,pi-,3.83,0.0452,0.34,0.386,1.04,-0.008329479,0.011161469,phT
51,pi-,4.34,0.0442,0.4,0.4,1.56,-0.008254955,0.030116586,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,-0.027998589,0.04397346,x
53,k-,1.49,0.0105,0.48,0.341,0.59,0.012129996,0.0184756,x
54,k-,1.88,0.0163,0.39,0.375,0.57,-0.008811219,0.016427219,x
55,k-,2.57,0.0253,0.34,0.405,0.56,-0.009788399,0.014262958,x
56,k-,3.83,0.0398,0.33,0.42,0.56,-0.021674378,0.022561474,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.024860369,0.019694181,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.024066072,0.025447097,x
59,k-,15.09,0.1613,0.31,0.411,0.56,-0.002010547,0.04498998,x
60,k-,29.47,0.2984,0.33,0.4,0.61,0.022608075,0.075163186,x
61,k-,4.12,0.0292,0.51,0.225,0.55,-0.014867363,0.11396139,z
62,k-,3.97,0.0323,0.46,0.274,0.56,0.008009843,0.02756492,z
63,k-,3.85,0.035,0.41,0.324,0.57,0.01798517,0.015450217,z
64,k-,3.69,0.0372,0.37,0.374,0.58,0.0140488,0.020344714,z
65,k-,3.45,0.0397,0.33,0.446,0.58,-0.022510242,0.01808792,z
66,k-,3.14,0.0428,0.28,0.564,0.58,-0.015256676,0.018937264,z
67,k-,3.04,0.0462,0.24,0.712,0.62,0.015117361,0.011380214,z
68,k-,2.92,0.0459,0.24,0.869,0.56,0.007171354,0.013208775,z
69,k-,3.55,0.0364,0.36,0.394,0.15,0.002267736,0.002611505,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,0.004792665,0.006891884,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,0.0055474536,0.0078764,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,0.0086844005,0.009541732,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,0.009843891,0.010322243,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,0.010503219,0.009621058,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,0.012254897,0.011136248,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,0.013515405,0.017514877,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,0.050123446,0.03862922,phT
78,k+,1.23,0.0065,0.64,0.299,0.64,-0.030151892,0.024816658,x
79,k+,1.47,0.0106,0.47,0.35,0.6,0.0031770275,0.0138210505,x
80,k+,1.83,0.0163,0.38,0.391,0.58,0.022877479,0.0115959,x
81,k+,2.45,0.0255,0.33,0.433,0.57,0.02343828,0.014752316,x
82,k+,3.56,0.0399,0.3,0.458,0.57,0.034366272,0.0161225,x
83,k+,5.48,0.0629,0.29,0.463,0.57,0.032975446,0.013364278,x
84,k+,8.54,0.1009,0.29,0.468,0.57,0.088457756,0.018906754,x
85,k+,13.6,0.1623,0.28,0.473,0.57,0.070794664,0.031510152,x
86,k+,26.24,0.2959,0.29,0.468,0.61,0.044941433,0.049996126,x
87,k+,4.51,0.0324,0.5,0.225,0.55,-0.0053777,0.013381086,z
88,k+,4.49,0.0372,0.45,0.275,0.56,0.0035640323,0.0113875205,z
89,k+,4.46,0.0417,0.4,0.324,0.57,0.022427237,0.017121434,z
90,k+,4.36,0.0454,0.36,0.374,0.57,0.0074842493,0.012560642,z
91,k+,4.18,0.0499,0.31,0.447,0.58,0.03484105,0.014550236,z
92,k+,3.89,0.0558,0.26,0.567,0.6,0.047227744,0.009767358,z
93,k+,3.77,0.0616,0.22,0.715,0.64,0.054130565,0.03048734,z
94,k+,3.55,0.063,0.2,0.874,0.63,0.01751404,0.030404422,z
95,k+,4.15,0.0455,0.34,0.41,0.15,0.002062473,0.002616729,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.016810704,0.0075850957,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.021097854,0.00922842,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.022210948,0.008545197,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.016648691,0.0055330433,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.01690345,0.0072705857,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.026979338,0.008422363,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.039050568,0.011810299,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.070156395,0.028464168,phT
