,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
44,pi-,3.0,0.04,0.3,0.35,0.252,0.00818351478806426,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,0.011625762114298072,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,0.015886945321705724,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,0.02050502807554077,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,0.028901488022339328,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,0.04358505910722662,0.0149,phT
50,pi-,3.42,0.036,0.38,0.4,1.042,0.08192605795154444,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,0.4118761839598966,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,0.08313483726769379,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,0.10636184080003733,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,0.12612798126698618,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,0.1469496717150773,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,0.15639656076353298,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,0.15900322650549067,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,0.15704689233834557,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,0.12201201706187947,0.0868,z
60,k-,1.25,0.006431,0.66,0.3,0.57,0.0033095482024170335,0.0319,x
61,k-,1.51,0.01051,0.48,0.34,0.56,0.005886782648396294,0.0226,x
62,k-,1.87,0.01621,0.39,0.37,0.54,0.00916199482247211,0.0222,x
63,k-,2.53,0.0252,0.34,0.41,0.54,0.01518548571291473,0.0231,x
64,k-,3.87,0.03966,0.33,0.42,0.53,0.02324183148212837,0.0282,x
65,k-,6.13,0.06254,0.33,0.41,0.53,0.03523447027414073,0.0357,x
66,k-,9.68,0.09993,0.32,0.41,0.53,0.05405418174829073,0.0464,x
67,k-,15.8,0.1599,0.33,0.4,0.54,0.08168194942776523,0.0719,x
68,k-,31.4,0.2852,0.36,0.37,0.54,0.11712205624450532,0.1281,x
69,k-,3.27,0.032,0.39,0.38,0.154,0.0041167418197714245,0.0331,phT
70,k-,3.27,0.032,0.4,0.37,0.2516,0.006840137042767623,0.0276,phT
71,k-,3.29,0.031,0.4,0.37,0.3501,0.00970297322991563,0.0272,phT
72,k-,3.34,0.032,0.4,0.37,0.4491,0.013720267481323718,0.0275,phT
73,k-,3.35,0.032,0.4,0.38,0.5485,0.018591511660794775,0.0294,phT
74,k-,3.3,0.031,0.41,0.38,0.6699,0.024994111016843675,0.0269,phT
75,k-,3.3,0.031,0.41,0.39,0.8183,0.03777040552903441,0.0333,phT
76,k-,3.34,0.03,0.42,0.4,1.052,0.07064627033653192,0.0322,phT
77,k-,3.5,0.028,0.47,0.41,1.57,0.33872104197180336,0.0577,phT
78,k+,3.97,0.028,0.5,0.2249,0.52,0.00928427142845151,0.0203,z
79,k+,4.0,0.032,0.46,0.2747,0.52,0.012943360290852624,0.021,z
80,k+,3.92,0.035,0.42,0.3245,0.54,0.01739486789730401,0.022,z
81,k+,3.87,0.038,0.38,0.3742,0.55,0.021777023922752544,0.0241,z
82,k+,3.74,0.042,0.33,0.4463,0.56,0.027691206073974142,0.0196,z
83,k+,3.44,0.046,0.27,0.5659,0.58,0.034873311102298125,0.0216,z
84,k+,3.25,0.051,0.23,0.7142,0.62,0.042722057910493494,0.032,z
85,k+,2.93,0.052,0.2,0.8732,0.61,0.03949130219415845,0.05,z
86,k+,1.24,0.006452,0.65,0.3,0.57,0.003320285131745047,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.006050986279259656,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.010113343375363603,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.016388754061487265,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.025249308627272978,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.038442729765446354,0.0258,x
92,k+,9.1,0.1008,0.3,0.45,0.53,0.05754551018938661,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.08815325265830991,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,0.13904658653915686,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.005069405420543527,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.008566092464408346,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.012541810969823614,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.01751096895341927,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.023734651893012933,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.032826085320189435,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.049827491643512224,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.09408399209316781,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.47460884803425774,0.0504,phT
