,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
51,pi-,4.34,0.0442,0.4,0.4,1.56,-0.013479686938397477,0.0197,phT
52,k-,1.24,0.0065,0.65,0.296,0.64,-0.005739176453433596,0.0295,x
53,k-,1.49,0.0105,0.48,0.341,0.59,-0.005466505383432258,0.0183,x
54,k-,1.88,0.0163,0.39,0.375,0.57,-0.00510033665356288,0.0168,x
55,k-,2.57,0.0253,0.34,0.405,0.56,-0.004303897318418737,0.0169,x
56,k-,3.83,0.0398,0.33,0.42,0.56,-0.001916414259445211,0.0202,x
57,k-,5.91,0.0626,0.32,0.418,0.56,0.004999829320375574,0.0245,x
58,k-,9.32,0.1002,0.31,0.418,0.56,0.018868854679915736,0.0315,x
59,k-,15.09,0.1613,0.31,0.411,0.56,0.026011145773339305,0.0439,x
60,k-,29.47,0.2984,0.33,0.4,0.61,-0.012178396330583171,0.0571,x
61,k-,4.12,0.0292,0.51,0.225,0.55,-0.001665843153293574,0.0175,z
62,k-,3.97,0.0323,0.46,0.274,0.56,-0.001614898059452951,0.0184,z
63,k-,3.85,0.035,0.41,0.324,0.57,-0.0017034346930993938,0.02,z
64,k-,3.69,0.0372,0.37,0.374,0.58,-0.0019524604156710053,0.0222,z
65,k-,3.45,0.0397,0.33,0.446,0.58,-0.0024852567174367445,0.0185,z
66,k-,3.14,0.0428,0.28,0.564,0.58,-0.004137022365686535,0.0205,z
67,k-,3.04,0.0462,0.24,0.712,0.62,-0.005878078873969168,0.0347,z
68,k-,2.92,0.0459,0.24,0.869,0.56,-0.006273298477980889,0.0596,z
69,k-,3.55,0.0364,0.36,0.394,0.15,-0.0006189636084126018,0.0249,phT
70,k-,3.68,0.0371,0.38,0.381,0.25,-0.0008868383760467088,0.0217,phT
71,k-,3.67,0.0367,0.39,0.376,0.35,-0.001258114084662454,0.0206,phT
72,k-,3.66,0.0364,0.39,0.375,0.45,-0.0016626994991661265,0.0207,phT
73,k-,3.68,0.0363,0.39,0.376,0.55,-0.002067045484092194,0.0218,phT
74,k-,3.67,0.0361,0.4,0.382,0.67,-0.0026673795768281296,0.0201,phT
75,k-,3.69,0.0359,0.4,0.39,0.82,-0.0034766054030621564,0.0247,phT
76,k-,3.75,0.0356,0.41,0.398,1.06,-0.0048143662599172245,0.0231,phT
77,k-,4.03,0.0349,0.45,0.402,1.59,-0.007896829912329895,0.0409,phT
78,k+,4.51,0.0324,0.5,0.225,0.55,-0.0037527549397791296,0.0155,z
79,k+,4.49,0.0372,0.45,0.275,0.56,-0.0025242437335484193,0.0156,z
80,k+,4.46,0.0417,0.4,0.324,0.57,-0.0004950137355564261,0.0164,z
81,k+,4.36,0.0454,0.36,0.374,0.57,0.00494056348444482,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.01866705822976338,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.04715303845241512,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.08548622071026124,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.08625094919034976,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.017117046023081603,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.00404506002783686,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.009146053098706499,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.01566658882617671,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.021969479879571898,0.0151,x
91,k+,5.48,0.0629,0.29,0.463,0.57,0.030727118741608273,0.0172,x
92,k+,8.54,0.1009,0.29,0.468,0.57,0.04286746355044479,0.0203,x
93,k+,13.6,0.1623,0.28,0.473,0.57,0.054067911657540726,0.0261,x
94,k+,26.24,0.2959,0.29,0.468,0.61,0.05508506661541226,0.0319,x
95,k+,4.15,0.0455,0.34,0.41,0.15,0.006158530706507137,0.0199,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.010792233384784916,0.0171,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.014966219187299198,0.016,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.019222503155118562,0.0161,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.023460496415675033,0.0168,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.028947986951399416,0.0155,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.036354992402789,0.0188,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.04804933208661383,0.0174,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.07295429025903635,0.0312,phT
