,hadron,Q2,x,y,z,phT,Asym,dAsym,1D_dependence
32,pi-,2.310344828,0.09361702,0.122619048,0.334782609,0.275590551,0.5669123309973215,0.014150943,phT
33,pi-,2.310344828,0.09148936,0.125,0.360869565,0.417322835,0.846966166605172,0.020754717,phT
34,pi-,2.275862069,0.08510638,0.132142857,0.395652174,0.577952756,1.0685507326590455,0.023584906,phT
35,pi-,2.172413793,0.07446809,0.142857143,0.452173913,0.8,1.2552989940387758,0.032075472,phT
36,k+,1.379310345,0.018061622,0.461176471,0.404255319,0.41369863,0.5118824046282957,0.019354839,x
37,k+,2.379310345,0.120526094,0.432941176,0.408510638,0.397260274,0.6611080571625875,0.014516129,x
38,k+,4.413793103,0.91087642,0.437647059,0.408510638,0.347945205,0.047315856971403086,0.019354839,x
39,k+,1.862068966,0.095744681,0.371621622,0.417021277,0.389041096,0.72900040955562,0.020967742,y
40,k+,2.482758621,0.091489362,0.517567568,0.408510638,0.405479452,0.5933150771178871,0.017741935,y
41,k+,2.862068966,0.082978723,0.647297297,0.370212766,0.421917808,0.5147080870257522,0.043548387,y
42,k+,2.206896552,0.091489362,0.456470588,0.348091603,0.380821918,0.6470179322890831,0.014516129,z
43,k+,2.172413793,0.095744681,0.437647059,0.447328244,0.41369863,0.7039236482237238,0.020967742,z
44,k+,2.034482759,0.093617021,0.414117647,0.548091603,0.421917808,0.7817693059883692,0.022580645,z
45,k+,2.310344828,0.10212766,0.432941176,0.395744681,0.275294118,0.4654095264253706,0.017741935,phT
46,k+,2.206896552,0.093617021,0.442352941,0.408510638,0.421176471,0.6878933722540475,0.016129032,phT
47,k+,2.0,0.080851064,0.461176471,0.421276596,0.585882353,0.9133332786777297,0.020967742,phT
48,k-,1.379310345,0.01750827,0.461176471,0.404255319,0.41369863,0.39377954741703763,0.025806452,x
49,k-,2.379310345,0.116833549,0.432941176,0.408510638,0.397260274,0.6225174512850945,0.022580645,x
50,k-,4.413793103,0.882969996,0.437647059,0.408510638,0.347945205,0.054021390784323844,0.069354839,x
51,k-,1.862068966,0.095744681,0.375757576,0.417021277,0.389041096,0.753507994850637,0.037096774,y
52,k-,2.482758621,0.091489362,0.517171717,0.408510638,0.405479452,0.615731449439733,0.029032258,y
53,k-,2.862068966,0.082978723,0.646464646,0.370212766,0.421917808,0.45706797676606314,0.043548387,y
54,k-,2.206896552,0.091489362,0.45647059,0.346564885,0.380821918,0.58195259149069,0.027419355,z
55,k-,2.172413793,0.095744681,0.43764706,0.445801527,0.41369863,0.6911222517788278,0.027419355,z
56,k-,2.034482759,0.093617021,0.41411765,0.546564885,0.421917808,0.8164825766664596,0.04516129,z
57,k-,2.310344828,0.10212766,0.432941176,0.395744681,0.277647059,0.47982050453021213,0.024193548,phT
58,k-,2.206896552,0.093617021,0.442352941,0.408510638,0.421176471,0.67667900803532,0.030645161,phT
59,k-,2.0,0.080851064,0.461176471,0.421276596,0.588235294,0.8888023464671186,0.040322581,phT
