,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
81,k+,4.36,0.0454,0.36,0.374,0.57,0.006593120572640519,0.0175,z
82,k+,4.18,0.0499,0.31,0.447,0.58,0.01728927539615064,0.0139,z
83,k+,3.89,0.0558,0.26,0.567,0.6,0.03972831382224288,0.0143,z
84,k+,3.77,0.0616,0.22,0.715,0.64,0.07059133653218193,0.0209,z
85,k+,3.55,0.063,0.2,0.874,0.63,0.07835293955072237,0.0317,z
86,k+,1.23,0.0065,0.64,0.299,0.64,0.02490041860746637,0.0271,x
87,k+,1.47,0.0106,0.47,0.35,0.6,0.013396076467801202,0.0161,x
88,k+,1.83,0.0163,0.38,0.391,0.58,0.018300872247410317,0.0141,x
89,k+,2.45,0.0255,0.33,0.433,0.57,0.02288010776503689,0.0133,x
90,k+,3.56,0.0399,0.3,0.458,0.57,0.02600673342506787,0.0151,x
91,k+,5.48,0.0629,0.29,0.463,0.57,0.028207991440376622,0.0172,x
92,k+,8.54,0.1009,0.29,0.468,0.57,0.0252682869912872,0.0203,x
93,k+,13.6,0.1623,0.28,0.473,0.57,0.013835280763673321,0.0261,x
94,k+,26.24,0.2959,0.29,0.468,0.61,-0.003096657599740021,0.0319,x
95,k+,4.15,0.0455,0.34,0.41,0.15,0.006553617374146631,0.0199,phT
96,k+,4.26,0.0467,0.35,0.405,0.25,0.011551692944100498,0.0171,phT
97,k+,4.24,0.0465,0.36,0.404,0.35,0.016074241898433973,0.016,phT
98,k+,4.21,0.0463,0.36,0.408,0.45,0.020379348161047136,0.0161,phT
99,k+,4.19,0.046,0.36,0.415,0.55,0.024315505226761243,0.0168,phT
100,k+,4.16,0.0459,0.36,0.425,0.67,0.02897604657244294,0.0155,phT
101,k+,4.18,0.046,0.36,0.437,0.82,0.03475163945600791,0.0188,phT
102,k+,4.3,0.046,0.37,0.448,1.06,0.04373689541292043,0.0174,phT
103,k+,4.81,0.0459,0.41,0.438,1.59,0.06614544073214154,0.0312,phT
