,hadron,Q2,x,y,z,phT,Siv,tot_err,1D_dependence
39,pi-,4.59,0.06247,0.25,0.38,0.45,-0.005537073221176158,0.0113,x
40,pi-,7.42,0.1004,0.25,0.36,0.46,-0.007575506049934065,0.0153,x
41,pi-,11.9,0.1607,0.25,0.36,0.47,-0.013769079551704564,0.0232,x
42,pi-,23.9,0.2781,0.28,0.35,0.51,-0.018498776506226625,0.0411,x
43,pi-,3.05,0.041,0.29,0.35,0.1545,-0.0010104231805311023,0.0112,phT
44,pi-,3.0,0.04,0.3,0.35,0.252,-0.0017072988125709956,0.0092,phT
45,pi-,3.01,0.039,0.31,0.35,0.3497,-0.0024460453686724567,0.0089,phT
46,pi-,3.08,0.039,0.32,0.35,0.4483,-0.0031367429814561686,0.0095,phT
47,pi-,3.15,0.038,0.33,0.35,0.5475,-0.003946854956708047,0.0109,phT
48,pi-,3.23,0.038,0.34,0.36,0.668,-0.005148658368874955,0.0109,phT
49,pi-,3.29,0.037,0.35,0.38,0.8168,-0.007177081229982484,0.0149,phT
50,pi-,3.42,0.036,0.38,0.4,1.042,-0.010156151748800277,0.0159,phT
51,pi-,3.83,0.035,0.43,0.42,1.554,-0.016679144606757033,0.0349,phT
52,k-,3.65,0.51,0.026,0.2248,0.51,-0.0051484415284619,0.023,z
53,k-,3.51,0.46,0.028,0.2743,0.53,-0.00517016960738513,0.0242,z
54,k-,3.49,0.43,0.03,0.3242,0.54,-0.004815136682719485,0.0256,z
55,k-,3.35,0.4,0.032,0.3742,0.56,-0.004322095979423602,0.0297,z
56,k-,3.13,0.35,0.034,0.4454,0.56,-0.0026988770012392675,0.0251,z
57,k-,2.85,0.29,0.037,0.5641,0.57,-0.0003558967992454745,0.0291,z
58,k-,2.68,0.25,0.04,0.7111,0.6,-0.009117036421734465,0.0487,z
59,k-,2.45,0.23,0.039,0.8679,0.55,-0.05912670782520268,0.0868,z
60,k-,1.25,0.006431,0.66,0.3,0.57,-0.08073340463595724,0.0319,x
61,k-,1.51,0.01051,0.48,0.34,0.56,-0.00168788123717257,0.0226,x
62,k-,1.87,0.01621,0.39,0.37,0.54,-0.006533734128424454,0.0222,x
63,k-,2.53,0.0252,0.34,0.41,0.54,-0.014790534334370243,0.0231,x
64,k-,3.87,0.03966,0.33,0.42,0.53,-0.030320252416258603,0.0282,x
65,k-,6.13,0.06254,0.33,0.41,0.53,-0.07721158932597437,0.0357,x
66,k-,9.68,0.09993,0.32,0.41,0.53,-0.2793145011246197,0.0464,x
67,k-,15.8,0.1599,0.33,0.4,0.54,-0.5332299746127548,0.0719,x
68,k-,31.4,0.2852,0.36,0.37,0.54,-0.1742179797054908,0.1281,x
69,k-,3.27,0.032,0.39,0.38,0.154,-0.0009240940628893721,0.0331,phT
70,k-,3.27,0.032,0.4,0.37,0.2516,-0.001459513060567571,0.0276,phT
71,k-,3.29,0.031,0.4,0.37,0.3501,-0.0021120290255279965,0.0272,phT
72,k-,3.34,0.032,0.4,0.37,0.4491,-0.0026061934941502786,0.0275,phT
73,k-,3.35,0.032,0.4,0.38,0.5485,-0.0033018504880896714,0.0294,phT
74,k-,3.3,0.031,0.41,0.38,0.6699,-0.004203023455309315,0.0269,phT
75,k-,3.3,0.031,0.41,0.39,0.8183,-0.0053148125498383445,0.0333,phT
76,k-,3.34,0.03,0.42,0.4,1.052,-0.007294283547456934,0.0322,phT
77,k-,3.5,0.028,0.47,0.41,1.57,-0.01207804620240054,0.0577,phT
78,k+,3.97,0.028,0.5,0.2249,0.52,-0.003345799084156493,0.0203,z
79,k+,4.0,0.032,0.46,0.2747,0.52,-0.002387403842552004,0.021,z
80,k+,3.92,0.035,0.42,0.3245,0.54,-0.0004854802598163332,0.022,z
81,k+,3.87,0.038,0.38,0.3742,0.55,0.004757541194996434,0.0241,z
82,k+,3.74,0.042,0.33,0.4463,0.56,0.017567062008708625,0.0196,z
83,k+,3.44,0.046,0.27,0.5659,0.58,0.04379227446763502,0.0216,z
84,k+,3.25,0.051,0.23,0.7142,0.62,0.07776595185025299,0.032,z
85,k+,2.93,0.052,0.2,0.8732,0.61,0.07993031899484304,0.05,z
86,k+,1.24,0.006452,0.65,0.3,0.57,0.017801498594269615,0.03,x
87,k+,1.49,0.01054,0.48,0.35,0.56,0.0017671339105995955,0.0199,x
88,k+,1.82,0.01628,0.38,0.39,0.56,0.005082288461380184,0.0184,x
89,k+,2.39,0.02533,0.32,0.44,0.55,0.00915598861128035,0.0186,x
90,k+,3.61,0.0398,0.3,0.46,0.54,0.013711504675593433,0.0221,x
91,k+,5.74,0.06279,0.3,0.45,0.54,0.020333080287595614,0.0258,x
92,k+,9.1,0.1008,0.3,0.45,0.53,0.0283236600825001,0.0325,x
93,k+,14.5,0.1608,0.3,0.45,0.54,0.03741536998724234,0.0465,x
94,k+,28.7,0.2847,0.33,0.44,0.56,0.03888873903579489,0.0762,x
95,k+,3.75,0.039,0.38,0.39,0.1543,0.004245871430818812,0.0266,phT
96,k+,3.75,0.039,0.38,0.39,0.2519,0.006937975897925629,0.0226,phT
97,k+,3.77,0.039,0.37,0.39,0.3503,0.00965617278173468,0.0215,phT
98,k+,3.77,0.039,0.37,0.4,0.4491,0.01263223928417816,0.0221,phT
99,k+,3.76,0.039,0.37,0.41,0.5486,0.015752017563365712,0.0236,phT
100,k+,3.68,0.038,0.37,0.42,0.6703,0.01840809977630669,0.0218,phT
101,k+,3.71,0.038,0.37,0.43,0.8192,0.022955013573047432,0.0273,phT
102,k+,3.75,0.037,0.39,0.44,1.051,0.028149601632382688,0.0266,phT
103,k+,4.12,0.036,0.44,0.44,1.57,0.04004319512338488,0.0504,phT
